efta_number,entity_type,entity_value,corpus_hit_count,registry_match,phone_csv_match,dataset,llm_classification,llm_sensitivity
EFTA00265175,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265247,name,"Plus Health Care Centre",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265303,name,"Mr Kirchner",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265303,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265303,name,"Digital Photo Frames",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265337,name,"Solicitor General Ken Starr",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265446,name,"Plus Health Care Centre",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265446,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265446,name,"Flags Great American",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265446,name,"Digital Photo Frames",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265510,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265510,name,"Mr Kirchner",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265583,name,"Shadow Cabinet",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265583,name,"Solicitor General Ken Starr",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265999,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00265999,name,"Oueensland Police Source",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266067,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266067,name,"Digital Photo Frames",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266081,name,"Theme Restaurant",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266081,name,"Shalom House",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266081,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266081,name,"Digital Photo Frames",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266112,name,"Prince Philip",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266119,name,"Russian Doctors Shop",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266119,name,"Morris Star",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266155,name,"Solomon Islands",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266219,name,"Shalom House",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00266219,name,"Digital Photo Frames",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268169,name,"Business Studies",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268169,name,"Solicitor General Ken Starr",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268677,name,"Northern Rural",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268677,name,"Pirie Health Advisory",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268962,name,"Morris Star",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00268962,name,"Business Studies",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00269036,name,"Talent Unlimited",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00269036,name,"Business Studies",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00269036,name,"Port Pire",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00281451,name,"Regional Materials",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00283449,name,"Offshore Hedge Funds",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00283449,name,"Quellos Private Capital",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285006,name,"Tim Zagat Nina Zagat",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285111,name,"Nick Dipaulo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285302,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285330,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285331,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285334,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00285408,name,"Vascular Lab",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00293745,name,"Cuban Assets Centro",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00293957,name,"International Ark",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00293961,name,"International Ark",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00304666,name,"Advanced Placement",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00307993,name,"Continuing Medical Education",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00310047,name,"Grant Smith",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00313705,name,"Piece Set",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00313987,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00314007,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00340900,name,"Skyteam Elite",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00347431,name,"Field Center",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00381889,name,"Holiday Spirit",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00390208,name,"Pilot Dave Rogers",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00393017,name,"Holiday Spirit",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00395092,name,"Steph Hodges",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00395103,name,"Steph Hodges",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00429956,name,"Jen Kahn",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00441579,name,"Centurion Relationshi Mena",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00443376,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00452168,name,"Julia Cuomo",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00456922,name,"Cuban Assets Centro",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00459177,name,"International Ark",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00468111,name,"Doubletree Hotel",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00468114,name,"Altpoint Capital",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00468114,name,"Doubletree Hotel",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00468166,name,"Doubletree Hotel",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00468655,name,"Doubletree Hotel",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00472381,name,"Hi Paige",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00480168,name,"Piney Woods Boarding School",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00480169,name,"Piney Woods Boarding School",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00480170,name,"Piney Woods Boarding School",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00480171,name,"Piney Woods Boarding School",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00480173,name,"Piney Woods Boarding School",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00523394,name,"Utrecht Art",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA00530669,name,"Trip Extra",26,,0,9,NAME_REMOVAL,MEDIUM
EFTA01316643,name,"Package Type Customer Pad",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01318267,name,"Package Type Customer Pad",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01318701,name,"Fuel Sum",25,,0,10,METADATA_STRIP,LOW
EFTA01426543,name,"Sylvia Junghardt",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01426543,name,"Salvatore Moore",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01528527,name,"Reimbursement Imad",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01612230,name,"Essex Aviation Group",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01612230,name,"Oat Me",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01651997,name,"Seems Like Old Times",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01652061,name,"From Cat",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01652208,name,"Supporter Who",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01652337,name,"Cy Vance",25,"Cy Vance",0,10,NAME_REMOVAL,MEDIUM
EFTA01652628,name,"Seems Like Old Times",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01652800,name,"Eric Fischl",25,"Eric Fischl",0,10,NAME_REMOVAL,HIGH
EFTA01653060,name,"Eric Fischl",25,"Eric Fischl",0,10,NAME_REMOVAL,MEDIUM
EFTA01656415,name,"The Charles Schwab Corporation",25,,0,10,METADATA_STRIP,MEDIUM
EFTA01656452,name,"The Charles Schwab Corporation",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01656468,name,"Craws Enforcement Netwakor",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01656576,name,"Craws Enforcement Netwakor",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01660651,name,"Robin Leach",25,"Robin Leach",0,10,NAME_REMOVAL,MEDIUM
EFTA01684300,name,"Aerial Surveillance",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01684300,name,"Jeffrey Pop",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01704193,name,"Master Policy",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01704193,name,"Now Activity Continued",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01705727,name,"Mr Asst",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01705727,name,"Palm Beh",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01705827,name,"Mr Asst",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01733746,name,"Alexandra Keating",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01744327,name,"Hello Susan",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01807945,name,"Diana Rowden",25,,0,10,names_removed,MEDIUM
EFTA01807945,name,"Hessle East Yorkshire",25,,0,10,names_removed,MEDIUM
EFTA01813418,name,"Stuyvesant Street",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01846083,name,"Jeffrey Eli",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01918310,name,"Mac Book Pro",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01945406,name,"Svetlana Pozhidaeva",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01977408,name,"Svetlana Pozhidaeva",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01983130,name,"Svetlana Pozhidaeva",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02016758,name,"Larry De",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02048489,name,"Basic Certification",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02054335,name,"Hey Lyn",25,,0,10,OTHER,LOW
EFTA02054346,name,"Hey Lyn",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02070330,name,"Professor Conan Leung",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02092776,name,"Maybe Saturday",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02112223,name,"Thanks Nicole",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02112295,name,"Thanks Nicole",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02112331,name,"Thanks Nicole",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02161937,name,"So Ty",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02162153,name,"So Ty",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01315306,name,"Transportabon Charge",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01315502,name,"Service Type Fees",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01316243,name,"Nem Day",25,,0,10,NAME_REMOVAL,HIGH
EFTA01688916,name,"Odometer Reading",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02233270,name,"Cancun Trip",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02303721,name,"Mariana Doval",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02335198,name,"Cimberly Galindo",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02379401,name,"Alexandra Keating",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02423643,name,"Stuyvesant Street",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02423829,name,"Stuyvesant Street",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02423934,name,"Stuyvesant Street",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02476309,name,"Frederico Farina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02504785,name,"North Broward",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02505628,name,"North Broward",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02505692,name,"North Broward",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02538383,name,"Peggy Si",25,,0,11,emails_removed,MEDIUM
EFTA02558471,name,"Reminder Celina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02558675,name,"Reminder Celina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02569201,name,"Reminder Celina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02569202,name,"Reminder Celina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02569350,name,"Reminder Celina",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02676673,name,"Amencen Express",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02686105,name,"Daniel Goleman",25,,0,11,NAME_REMOVAL,HIGH
EFTA02686105,name,"Goldman Sachs International",25,,0,11,NAME_REMOVAL,HIGH
EFTA00002012,name,"With Online Banking",25,,0,1,NAME_REMOVAL,MEDIUM
EFTA01265496,name,"Memorial Notification",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01265496,name,"Secondary Contact Title",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01265496,name,"Giving Last",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01265496,name,"Designated Funds",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01269548,name,"Personal Purposes",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01269548,name,"Existing Account Number",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01269548,name,"Input Address",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01282143,name,"Bear Stems",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01283985,name,"Please Ilst",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01284803,name,"Preauthorieed Debit",25,,0,10,FINANCIAL_RECORD,HIGH
EFTA01286686,name,"Outgoing Money Tine",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01286686,name,"Cash Mgmt Tnfr Dr",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01287092,name,"Total Overdrall",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01287313,name,"Outgoing Money Tine",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01292472,name,"Six Thousand One Hundred",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01292472,name,"Point Dr",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01293890,name,"Newel Street",25,,0,10,NAME_REMOVAL,HIGH
EFTA01309340,name,"Tunnel Entrance",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01309340,name,"Auto Repair",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01309489,name,"Auto Repair",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01310283,name,"Dale Applied Reversed",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01312648,name,"Transporlation Charges",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01313029,name,"Distance Based Priceig",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01313688,name,"Da Conan",25,,0,10,NAME_REMOVAL,HIGH
EFTA01313776,name,"Pnorily Overnight",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01313776,name,"Transpartahon Charge",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01313950,name,"Inccerect Rates",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01338175,name,"Mb No",25,,0,10,NAME_REMOVAL,HIGH
EFTA01653420,name,"Cecile Steen",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01658425,name,"American Statesman",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01660679,name,"Robin Leach",25,"Robin Leach",0,10,names_removed,MEDIUM
EFTA01670187,name,"Mt Co",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01682184,name,"Park Slope",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01726077,name,"On Zip Code",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA01729394,name,"Own Ow",25,,0,10,NAME_REMOVAL,MEDIUM
EFTA02699609,name,"Or Fred",25,,0,11,OTHER,LOW
EFTA02721765,name,"Svetlana Pozhidaeva",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02727497,name,"Expanded Scale",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02727497,name,"Interior Paint Prep",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02727497,name,"Bay Blanket",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02727497,name,"Seat Belt Extension",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02727497,name,"Cabin Door Vents",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02728185,name,"Date Mid",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02728778,name,"Justice Bldg",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729035,name,"Add Unit",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729039,name,"Add Unit",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729108,name,"Compliance Assistant",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729108,name,"Bill Period Dates",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729611,name,"Case Notice",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA02729716,name,"Gives Victims Rights During",25,,0,11,NAME_REMOVAL,MEDIUM
EFTA00039421,name,"Del Mot",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00040611,name,"Sarah Kensington",25,,0,9,names_removed,MEDIUM
EFTA00041963,name,"Netrrea Inc",25,,0,9,NAME_REMOVAL,HIGH
EFTA00042963,name,"Netrrea Inc",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00043963,name,"Netrrea Inc",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00047963,name,"Netrrea Inc",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00053963,name,"Alpha Code Leven Location",25,,0,9,NAME_REMOVAL,HIGH
EFTA00055963,name,"Relevant Psychosocial History",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00055963,name,"Mental Health Care Code",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00059443,name,"Chronic Care Clinics",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00061033,name,"Stilt Changed By",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00061597,name,"Stilt Changed By",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00062251,name,"Stilt Changed By",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00063396,name,"Stilt Changed By",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00063517,name,"William Street New York",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00063517,name,"Inmate Ep",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00067267,name,"The Blotter",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00076625,name,"Sterling Nat",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00076657,name,"Sterling Nat",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00077606,name,"Del Mot",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00081333,name,"Edwards Decl",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00088759,name,"Sexual Offences Act",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00088802,name,"See Feb",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00088888,name,"Sexua Abuse",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00088888,name,"Human Sciences",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00099941,name,"Del Mot",25,,0,9,NAME_REMOVAL,HIGH
EFTA00105002,name,"Chronic Care Clinics",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00120887,name,"Summary Ten Radio Number",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00120887,name,"Alpha Code Leven Location",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00120887,name,"Summery Text Cell",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00136426,name,"American Statesman",25,,0,9,NAME_REMOVAL,LOW
EFTA00144040,name,"On Monde",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00144128,name,"On Monde",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00151545,name,"The Charles Schwab Corporation",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00155497,name,"Jeffrey Pop",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00156796,name,"Human Sciences",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00158859,name,"Nicole Hesse",25,"Nicole Hesse",0,9,NAME_REMOVAL,MEDIUM
EFTA00175589,name,"Home Assurance Co",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00175589,name,"Jack Alan Goldber",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00176922,name,"Jeep Cherokee",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00177007,name,"The Venue Provision",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00179301,name,"Jane Doe Number Nine",25,,0,9,names_removed,MEDIUM
EFTA00179797,name,"Possible Retainer",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00181217,name,"Reply Via",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00181297,name,"Amanda Grant",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00184224,name,"Indicate All Re",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00186431,name,"Commercial Card Product",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00187583,name,"Number Not Applicable",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00189310,name,"Carolyn Andriano",25,"Carolyn Andriano",0,9,NAME_REMOVAL,MEDIUM
EFTA00191467,name,"Jeep Cherokee",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00210859,name,"Indicate All Re",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00214650,name,"The Blotter",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216595,name,"We Rorkevon",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216631,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216680,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216695,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216838,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216851,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216909,name,"Fuel Strtharge",25,,0,9,METADATA_STRIP,LOW
EFTA00216920,name,"We Rorkevon",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216942,name,"We Rorkevon",25,,0,9,METADATA_STRIP,MEDIUM
EFTA00216973,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00216981,name,"We Rorkevon",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217005,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217005,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217030,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217030,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217062,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217080,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217632,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217772,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217802,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217824,name,"Atka Signature",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217842,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217878,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00217943,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218048,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218105,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218140,name,"Atka Signature",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218140,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218166,name,"Atka Signature",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218166,name,"Semites Tax",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218235,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218298,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218353,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218443,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218481,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218490,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218553,name,"Total Transponation Charges",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218618,name,"Aug It",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218805,name,"Fuel Strtharge",25,,0,9,METADATA_STRIP,LOW
EFTA00218915,name,"Cecile Steen",25,,0,9,METADATA_STRIP,LOW
EFTA00218937,name,"Fuel Strtharge",25,,0,9,METADATA_STRIP,LOW
EFTA00218937,name,"Cecile Steen",25,,0,9,METADATA_STRIP,LOW
EFTA00218956,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218966,name,"Fuel Strtharge",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218966,name,"Zono Ranch",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218975,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218984,name,"Zono Ranch",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218991,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00218991,name,"Cecile Steen",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00219005,name,"Cecile Steen",25,,0,9,METADATA_STRIP,LOW
EFTA00219067,name,"Residential Gayety",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00219092,name,"Cecile Steen",25,,0,9,METADATA_STRIP,MEDIUM
EFTA00219092,name,"Residential Gayety",25,,0,9,METADATA_STRIP,MEDIUM
EFTA00219103,name,"Cecile Steen",25,,0,9,METADATA_STRIP,LOW
EFTA00219139,name,"Inlomal Use",25,,0,9,NAME_REMOVAL,MEDIUM
EFTA00219200,name,"Inlomal Use",25,,0,9,NAME_REMOVAL,MEDIUM
